Gender,EmployeeID,MonthlyIncome,PerformanceRating,PercentSalaryHike,JobLevel,Education,JobInvolvement,StockOptionLevel,YearsAtCompany,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,YearsSinceLastPromotion,YearsWithCurrManager,JR_HealthRep,JR_HHRR,JR_LabTec,JR_Man,JR_MftDir,JR_ResDir,JR_ResSci,JR_SaleExc,JR_SaleRep,MaritalStatus,DistanceFromHome,TotalWorkingYears,Age,NumCompaniesWorked,Dept_HHRR,Dept_R&Dev,Dept_Sales,Ed_HHRR,Ed_LifeSci,Ed_Mktg,Ed_Med,Ed_Tech,Ed_Other,BusinessTravel,Attrition
0,2154,40890,3,18,4,1,4,0,9,1.0,4.0,3.0,2,6,7,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
0,2155,166270,3,12,2,3,2,0,7,4.0,3.0,3.0,5,1,7,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0
0,2156,26190,3,12,1,3,2,1,7,4.0,1.0,4.0,3,5,7,0,0,0,0,0,0,1,0,0,2,0,1,2,3,0,0,1,0,0,0,1,0,0,1,0
0,2157,56790,3,13,5,3,2,0,9,3.0,4.0,3.0,2,7,5,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1,2158,154020,4,21,5,2,2,0,3,4.0,1.0,3.0,3,1,2,0,0,1,0,0,0,0,0,0,1,4,2,2,2,0,1,0,0,0,0,1,0,0,1,0
0,2159,59850,3,13,1,1,2,3,5,4.0,2.0,3.0,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,2,1,0,0,1,0,0,0,0,0,1,1,1
0,2160,25790,3,19,3,2,3,1,8,2.0,2.0,2.0,1,7,7,0,0,1,0,0,0,0,0,0,2,0,1,2,4,0,1,0,0,0,0,0,1,0,1,1
1,2161,30410,3,11,1,4,2,1,9,2.0,1.0,3.0,2,0,8,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,2162,34470,3,14,2,1,3,0,8,1.0,3.0,3.0,5,1,7,1,0,0,0,0,0,0,0,0,2,5,0,2,0,0,1,0,0,0,0,1,0,0,1,0
0,2163,195130,3,12,1,2,2,1,10,4.0,3.0,2.0,1,9,6,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1,2164,27730,3,11,1,3,3,0,19,3.0,2.0,3.0,3,11,9,0,0,0,0,0,1,0,0,0,2,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0
0,2165,71040,3,14,1,1,3,1,3,4.0,2.0,4.0,3,2,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1
0,2166,63220,3,11,1,3,3,1,3,1.0,1.0,4.0,2,1,2,0,0,1,0,0,0,0,0,0,1,1,1,2,2,0,0,1,0,1,0,0,0,0,1,1
0,2167,20830,3,12,2,3,2,2,20,3.0,3.0,2.0,3,2,10,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0
0,2168,83810,3,15,2,3,3,1,19,4.0,3.0,3.0,3,9,11,0,0,0,0,1,0,0,0,0,1,2,2,3,2,0,0,1,0,0,0,0,1,0,1,0
1,2169,26910,3,16,3,2,3,1,7,4.0,2.0,3.0,6,7,7,0,0,0,0,1,0,0,0,0,2,0,3,3,3,0,0,1,0,0,0,1,0,0,1,0
0,2170,42860,3,15,1,1,3,0,4,3.0,3.0,3.0,6,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,4,0,1,0,0,1,0,0,0,0,0,0
0,2171,26590,4,24,2,2,3,3,9,4.0,4.0,2.0,2,1,6,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
0,2172,94340,3,13,2,3,2,1,9,3.0,4.0,3.0,3,8,8,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0
1,2173,55610,3,11,2,4,2,0,9,3.0,1.0,3.0,2,1,7,1,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,1,0,0,0,0,0,1,2,0
0,2174,66460,3,13,2,2,2,1,9,3.0,3.0,3.0,2,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0
0,2175,77250,3,13,4,2,3,1,33,3.0,2.0,3.0,2,0,10,0,0,0,0,1,0,0,0,0,3,3,3,2,0,0,0,1,0,1,0,0,0,0,1,0
1,2176,107250,3,18,1,4,2,0,7,2.0,1.0,3.0,5,1,7,0,0,0,0,0,0,1,0,0,3,0,1,2,1,0,0,1,0,1,0,0,0,0,1,0
0,2177,88470,3,16,2,3,4,0,10,3.0,1.0,4.0,3,9,6,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
1,2178,20450,3,19,4,2,3,0,3,4.0,4.0,2.0,3,1,2,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
0,2179,10090,3,13,2,4,4,2,10,3.0,1.0,2.0,3,5,9,0,0,0,0,0,0,0,1,0,1,0,3,3,3,0,0,1,0,0,0,0,1,0,1,1
1,2180,33480,4,22,1,4,1,0,4,2.0,2.0,3.0,2,0,3,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,1,0,0,0,0,1,0,0,1,0
0,2181,12810,3,11,1,2,3,0,15,1.0,1.0,2.0,2,6,13,0,0,0,0,0,0,1,0,0,1,3,1,1,1,0,0,1,0,1,0,0,0,0,2,0
0,2182,28190,4,20,2,1,2,0,10,4.0,4.0,3.0,2,0,8,0,0,0,0,0,0,1,0,0,2,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0
1,2184,40280,3,14,3,1,3,0,5,4.0,2.0,2.0,3,0,3,0,0,0,0,1,0,0,0,0,2,0,2,2,1,0,1,0,0,0,0,1,0,0,1,0
0,2185,27200,4,22,2,4,3,1,0,4.0,4.0,4.0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,2186,81200,3,13,2,4,2,0,9,4.0,4.0,3.0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0
1,2187,46470,3,17,1,4,4,0,6,4.0,4.0,3.0,3,0,0,0,0,0,0,0,1,0,0,0,2,5,0,1,1,0,1,0,0,0,0,1,0,0,2,0
0,2188,46800,3,14,1,3,4,3,19,1.0,3.0,2.0,0,3,8,0,1,0,0,0,0,0,0,0,2,3,2,3,3,0,1,0,0,0,0,0,1,0,1,1
0,2189,32210,3,15,2,4,3,2,19,4.0,2.0,3.0,2,15,9,0,0,1,0,0,0,0,0,0,1,4,3,3,2,0,1,0,0,1,0,0,0,0,1,0
0,2190,86210,3,17,2,2,3,1,5,1.0,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,2191,45770,3,11,2,3,2,1,12,2.0,3.0,3.0,3,11,8,0,0,0,0,0,0,0,1,0,3,0,1,2,2,0,1,0,0,1,0,0,0,0,1,0
0,2192,45530,3,18,1,3,4,1,8,2.0,3.0,3.0,2,7,7,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,1,0,0,1,0,0,0,0,1,0
1,2193,53960,3,17,2,2,1,1,1,3.0,4.0,4.0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,3,0,1,0,0,0,0,1,0,0,2,1
0,2194,67960,3,13,1,2,3,0,4,4.0,3.0,2.0,2,3,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1
1,2195,76250,3,15,2,3,2,0,4,4.0,3.0,3.0,2,0,3,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,1,0,0,0,0,1,0,0,2,0
1,2196,74120,4,24,2,4,3,0,14,3.0,4.0,4.0,4,4,11,0,0,1,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,1,1,0
1,2197,111590,3,12,2,3,3,0,5,3.0,1.0,3.0,2,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,2198,49600,3,15,2,2,2,0,10,4.0,3.0,2.0,3,6,7,0,0,0,0,0,0,0,1,0,1,3,1,1,0,0,1,0,0,1,0,0,0,0,1,1
1,2199,104750,3,11,2,4,3,1,5,1.0,4.0,4.0,3,1,4,1,0,0,0,0,0,0,0,0,1,3,0,2,1,0,1,0,0,0,0,0,1,0,1,0
0,2200,148140,3,11,2,3,2,1,4,2.0,2.0,3.0,2,3,2,0,0,0,0,0,0,0,1,0,1,4,1,2,1,0,1,0,0,0,0,1,0,0,2,0
0,2201,191410,3,12,4,3,3,1,6,4.0,4.0,2.0,2,3,3,0,0,0,0,0,0,0,1,0,3,0,1,2,1,0,1,0,0,1,0,0,0,0,2,0
1,2202,54050,3,15,1,2,4,0,6,3.0,3.0,3.0,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,1,0,0,1,0
1,2203,87930,3,17,1,3,3,0,5,2.0,4.0,4.0,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,1,0,0,0,0,1,0,0,2,0
0,2204,191890,3,12,5,4,3,1,3,3.0,2.0,2.0,3,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,2205,38750,3,15,2,2,3,0,6,3.0,3.0,3.0,3,0,5,0,0,0,0,0,0,0,1,0,1,5,1,2,1,0,1,0,0,1,0,0,0,0,0,0
0,2206,22160,3,13,1,4,2,3,3,1.0,3.0,2.0,2,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
0,2207,117130,3,14,2,1,3,0,5,4.0,3.0,2.0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,2,2,1,0,1,0,0,1,0,0,0,0,2,0
0,2208,78610,3,14,1,2,3,2,20,1.0,3.0,1.0,1,1,8,0,0,1,0,0,0,0,0,0,2,0,2,2,0,0,1,0,0,0,0,1,0,0,1,0
0,2209,37080,3,16,1,4,3,2,6,4.0,4.0,3.0,2,4,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,2210,137700,3,18,1,5,4,1,8,4.0,3.0,3.0,3,7,7,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
0,2211,53040,4,20,3,2,3,1,4,1.0,4.0,3.0,2,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
1,2212,26420,3,13,3,3,3,1,20,3.0,1.0,3.0,3,0,9,0,0,0,0,0,0,1,0,0,1,4,2,2,0,0,0,1,0,0,1,0,0,0,1,0
1,2213,27590,3,18,1,2,3,1,5,3.0,1.0,1.0,6,0,4,1,0,0,0,0,0,0,0,0,1,1,1,2,4,0,1,0,0,1,0,0,0,0,1,0
0,2214,68040,3,13,2,5,3,1,3,1.0,3.0,3.0,1,0,2,0,0,0,1,0,0,0,0,0,2,4,0,1,2,0,1,0,0,1,0,0,0,0,1,0
1,2215,61420,3,15,2,4,3,1,2,3.0,4.0,3.0,2,2,2,0,0,0,0,0,1,0,0,0,2,1,1,1,1,0,1,0,0,0,0,1,0,0,2,0
0,2216,25000,3,14,2,4,1,2,3,1.0,4.0,2.0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0
0,2217,63890,4,22,1,4,2,0,7,3.0,1.0,3.0,2,0,7,0,0,0,0,0,0,1,0,0,2,5,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,2218,111030,3,12,1,3,2,0,10,2.0,1.0,2.0,5,0,9,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0
1,2219,23420,3,18,2,5,3,0,4,1.0,1.0,3.0,2,1,3,1,0,0,0,0,0,0,0,0,2,1,2,2,1,0,0,1,0,0,0,1,0,0,2,1
1,2220,68110,3,15,2,2,3,1,8,3.0,4.0,3.0,2,7,7,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,2,1
1,2221,22970,3,18,2,3,2,2,20,4.0,4.0,2.0,2,12,7,0,0,0,1,0,0,0,0,0,2,0,2,3,3,0,0,1,0,0,0,1,0,0,1,0
1,2222,24500,3,12,2,3,3,1,9,4.0,1.0,3.0,2,1,5,0,0,1,0,0,0,0,0,0,1,4,3,3,1,0,0,1,0,1,0,0,0,0,1,0
1,2223,50930,3,16,3,3,3,1,7,2.0,4.0,4.0,3,0,0,0,0,0,0,0,0,1,0,0,3,1,3,3,1,0,1,0,0,1,0,0,0,0,1,0
0,2224,53090,3,13,2,3,3,0,5,1.0,2.0,3.0,5,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0
0,2225,30570,3,19,2,3,3,0,1,2.0,3.0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1
0,2226,51210,3,13,3,3,3,0,3,4.0,1.0,3.0,4,0,2,0,0,0,0,0,0,0,1,0,3,0,0,1,3,0,0,1,0,1,0,0,0,0,1,0
1,2228,26860,3,11,5,1,4,0,4,4.0,1.0,3.0,3,1,3,0,0,0,1,0,0,0,0,0,3,0,1,1,2,0,0,1,0,0,1,0,0,0,2,0
0,2229,61800,3,14,1,3,1,1,1,1.0,2.0,4.0,2,0,0,0,0,0,0,0,0,1,0,0,2,4,0,1,0,0,0,1,0,0,0,0,1,0,1,1
0,2230,66320,3,16,4,4,3,0,5,2.0,1.0,4.0,3,1,4,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,2231,35050,3,12,2,3,2,2,10,1.0,4.0,2.0,2,1,8,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
1,2232,63970,3,14,3,3,3,1,3,3.0,1.0,2.0,3,0,2,0,0,0,0,0,1,0,0,0,1,4,1,1,2,0,1,0,0,0,0,0,0,1,1,0
1,2233,62740,3,14,2,4,3,2,6,1.0,4.0,2.0,0,1,2,0,0,0,0,0,0,0,1,0,1,4,1,2,3,0,1,0,0,1,0,0,0,0,1,0
0,2234,198590,3,19,2,4,2,0,3,1.0,1.0,3.0,3,2,2,0,0,0,0,0,0,1,0,0,1,3,0,1,1,0,0,1,0,1,0,0,0,0,1,1
0,2235,75870,4,22,1,4,3,1,6,3.0,3.0,1.0,5,1,3,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,2236,42580,3,16,2,4,3,0,3,1.0,1.0,4.0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,1,0,1,0,0,0,0,0,0,1,1,0
0,2237,43640,3,11,2,2,3,1,20,1.0,3.0,4.0,3,5,6,0,0,1,0,0,0,0,0,0,1,0,2,2,1,0,1,0,0,0,0,1,0,0,1,0
0,2238,43350,3,15,1,1,3,1,5,4.0,3.0,3.0,5,0,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0
0,2239,53260,3,14,1,3,3,1,4,4.0,4.0,2.0,2,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,1,0,0,0,1,0
0,2240,32800,3,13,1,2,3,0,5,4.0,2.0,2.0,3,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,1,0,0,0,0,1,0,0,1,0
1,2241,54850,3,17,3,3,3,2,4,2.0,3.0,2.0,2,0,3,0,0,0,0,0,0,0,1,0,1,5,0,2,1,0,1,0,0,0,0,1,0,0,1,0
0,2242,43420,3,11,1,2,2,1,8,3.0,3.0,4.0,6,0,7,0,0,0,0,0,0,0,1,0,3,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0
0,2243,27820,3,19,2,3,3,1,13,1.0,4.0,3.0,5,9,9,0,1,0,0,0,0,0,0,0,3,3,1,1,0,0,1,0,0,0,0,1,0,0,1,0
0,2244,59800,3,11,1,1,3,1,7,1.0,4.0,4.0,2,4,3,0,0,0,0,1,0,0,0,0,3,3,2,2,2,0,1,0,0,0,0,1,0,0,1,1
0,2245,43810,3,15,2,4,2,2,1,1.0,1.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,1,0,1,0,0,0,0,1,0,0,0,1
0,2246,25720,3,13,2,3,3,3,10,3.0,2.0,3.0,3,4,7,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,2,1
0,2247,38330,3,14,1,2,3,0,7,2.0,1.0,3.0,1,0,7,0,0,0,0,0,0,0,1,0,3,2,2,2,1,0,0,1,0,0,1,0,0,0,1,0
0,2248,42440,3,13,3,4,3,0,3,4.0,2.0,3.0,3,0,2,0,1,0,0,0,0,0,0,0,2,3,0,1,4,0,1,0,0,1,0,0,0,0,1,0
0,2249,65000,4,23,1,4,3,1,2,2.0,4.0,1.0,5,2,2,0,0,1,0,0,0,0,0,0,1,1,0,1,3,0,1,0,0,1,0,0,0,0,2,1
1,2250,184300,3,12,1,2,3,1,3,2.0,4.0,4.0,5,1,2,0,0,0,0,0,0,1,0,0,1,0,1,2,2,0,1,0,0,1,0,0,0,0,1,0
0,2251,16010,3,12,2,3,3,0,2,3.0,1.0,3.0,3,2,2,0,0,0,0,0,0,1,0,0,3,4,1,2,2,0,1,0,0,0,0,0,1,0,1,0
0,2252,26940,3,16,2,4,3,1,2,1.0,3.0,3.0,3,2,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1
1,2253,31490,3,15,1,4,2,1,9,4.0,2.0,3.0,1,4,8,0,0,0,0,0,0,0,1,0,3,5,1,2,1,0,1,0,0,0,0,0,0,1,0,0
1,2254,176390,3,13,1,2,3,1,5,4.0,1.0,3.0,0,1,3,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0,2255,23190,3,18,1,3,2,0,5,3.0,3.0,3.0,4,0,3,0,0,1,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0
0,2256,116910,4,20,2,4,3,0,9,4.0,2.0,2.0,2,8,8,0,0,0,1,0,0,0,0,0,2,0,3,2,2,0,1,0,0,0,0,0,1,0,1,0
0,2257,53240,3,19,3,3,1,0,3,1.0,3.0,2.0,2,1,2,0,0,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,1,0,0,0,0,1,0
0,2258,167520,3,18,3,4,3,1,3,3.0,3.0,4.0,3,1,2,0,0,1,0,0,0,0,0,0,3,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0
0,2259,52280,3,13,3,1,4,0,5,4.0,2.0,2.0,2,1,3,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,1,1,0
1,2260,27000,3,14,2,3,3,3,4,4.0,1.0,3.0,2,0,3,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,2,0
1,2261,192460,3,15,1,4,3,1,13,4.0,1.0,3.0,5,3,12,0,0,0,0,0,0,0,0,1,2,2,1,1,1,0,1,0,0,1,0,0,0,0,1,0
0,2262,25060,4,22,1,2,3,0,2,4.0,3.0,2.0,3,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,1,0,1,0
1,2263,60620,4,22,1,4,3,2,12,1.0,4.0,3.0,2,5,8,0,0,0,0,0,0,0,1,0,2,1,1,2,0,0,1,0,0,0,0,1,0,0,2,0
1,2264,43820,3,16,5,3,3,2,1,1.0,3.0,2.0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,0,1,0,0,1,0,0,0,0,2,0
0,2265,21430,3,17,1,3,3,1,1,3.0,3.0,2.0,2,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,2266,61620,3,14,3,1,2,0,12,2.0,3.0,2.0,5,2,8,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,1,0,1,0,0,0,0,1,0
1,2267,50940,3,15,2,3,3,0,8,3.0,2.0,3.0,5,0,7,0,0,0,0,0,0,0,1,0,3,1,2,2,1,0,1,0,0,0,0,0,1,0,1,0
1,2268,68770,4,20,2,4,3,0,14,2.0,1.0,2.0,3,6,9,0,0,0,0,0,0,0,0,1,3,0,1,1,3,0,1,0,0,0,0,1,0,0,2,0
0,2269,22740,4,20,1,3,3,1,3,1.0,3.0,4.0,5,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,2,1
1,2270,44340,3,17,5,3,3,3,5,1.0,2.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,2,5,0,1,2,0,1,0,0,0,0,1,0,0,2,1
0,2271,62880,3,15,1,1,3,1,15,1.0,2.0,4.0,2,10,10,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1
1,2272,25530,3,14,4,4,2,1,1,4.0,3.0,3.0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0
0,2273,76540,3,17,2,3,2,1,0,2.0,1.0,2.0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,2,1
1,2274,51600,3,17,2,3,1,1,1,4.0,2.0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,2275,171590,4,22,2,2,2,1,2,2.0,3.0,2.0,1,2,2,0,0,0,0,0,0,1,0,0,2,1,1,2,2,0,1,0,0,0,0,1,0,0,2,0
1,2276,128080,3,13,1,2,3,0,10,3.0,3.0,3.0,6,0,4,0,0,0,0,0,0,0,1,0,3,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0
0,2277,102210,3,19,3,2,3,1,5,3.0,3.0,4.0,2,1,3,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,2278,47790,3,14,2,3,3,1,3,4.0,3.0,3.0,6,1,2,0,0,0,0,0,0,1,0,0,1,4,0,3,0,0,0,1,0,0,1,0,0,0,1,0
0,2279,37370,4,22,2,2,3,2,5,1.0,2.0,3.0,2,0,2,0,0,0,0,0,0,1,0,0,1,1,0,1,4,0,1,0,0,1,0,0,0,0,1,0
1,2280,23660,3,17,2,4,2,0,5,3.0,3.0,2.0,5,1,2,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0
0,2281,17060,3,12,2,3,3,0,0,3.0,1.0,2.0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3,0,0,1,0,0,1,0,0,0,2,1
0,2282,163070,3,16,1,4,2,0,1,1.0,3.0,1.0,3,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,2283,59330,3,11,2,3,3,0,4,3.0,1.0,3.0,3,1,3,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,2,0
1,2284,34240,3,11,1,4,3,0,3,3.0,1.0,3.0,3,1,2,0,0,0,0,0,0,1,0,0,1,1,1,2,2,0,1,0,0,1,0,0,0,0,1,0
0,2285,40370,3,14,1,1,1,0,3,4.0,2.0,3.0,2,0,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0
0,2286,25590,3,11,2,1,2,0,8,3.0,2.0,2.0,3,1,7,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1,2287,62010,3,15,1,4,2,3,0,4.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,1,0,2,3,1,1,1,0,1,0,0,1,0,0,0,0,1,0
1,2288,44030,4,20,3,3,2,0,5,3.0,4.0,4.0,3,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0
1,2289,37610,3,12,4,3,2,0,14,2.0,4.0,3.0,3,1,12,0,0,0,0,0,0,1,0,0,3,2,2,3,1,0,0,1,0,1,0,0,0,0,2,0
1,2290,109340,3,17,2,3,3,2,9,1.0,1.0,1.0,2,0,7,0,0,0,0,0,0,1,0,0,2,1,1,1,3,0,1,0,0,1,0,0,0,0,1,1
0,2291,107610,3,11,1,1,2,1,20,4.0,1.0,4.0,5,14,17,0,0,0,0,0,0,0,0,1,1,5,2,2,1,0,0,1,0,0,1,0,0,0,1,0
1,2292,51750,3,17,2,1,4,1,2,2.0,2.0,3.0,2,2,2,0,0,1,0,0,0,0,0,0,2,1,0,2,2,0,0,1,0,0,0,0,1,0,1,0
0,2293,138260,3,11,3,2,2,0,13,3.0,2.0,4.0,1,5,1,0,0,0,0,1,0,0,0,0,1,0,2,2,4,0,1,0,0,1,0,0,0,0,1,0
0,2294,63340,3,14,2,4,4,0,11,4.0,2.0,1.0,2,3,3,0,0,0,0,0,0,1,0,0,2,4,1,1,0,0,1,0,0,1,0,0,0,0,1,0
1,2295,49360,3,19,2,4,2,1,4,1.0,3.0,3.0,2,1,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,2296,47750,3,15,2,3,4,1,5,4.0,1.0,1.0,3,1,0,0,0,0,0,0,1,0,0,0,2,0,1,2,1,0,1,0,0,0,0,1,0,0,1,1
0,2297,28180,3,13,2,3,3,1,10,4.0,3.0,3.0,2,8,6,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
1,2298,25150,3,14,2,3,2,0,7,4.0,3.0,1.0,3,7,7,1,0,0,0,0,0,0,0,0,2,5,0,1,0,0,1,0,0,1,0,0,0,0,2,1
0,2299,23420,3,12,1,3,2,1,32,3.0,4.0,3.0,2,13,9,0,0,0,1,0,0,0,0,0,2,1,3,2,0,0,1,0,0,0,0,1,0,0,2,0
1,2300,41940,3,17,1,5,3,2,11,2.0,3.0,3.0,3,5,7,0,0,0,0,0,0,1,0,0,1,5,1,1,0,0,0,1,0,0,1,0,0,0,1,0
1,2301,106850,3,11,1,3,3,3,1,3.0,2.0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,1,0,0,1,0,0,0,0,1,0
0,2302,20220,3,12,1,2,3,0,10,1.0,4.0,3.0,1,3,7,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
1,2303,23140,3,13,1,3,4,0,7,3.0,1.0,3.0,5,0,7,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
0,2304,42560,3,13,1,1,3,3,5,4.0,2.0,3.0,1,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,2305,35800,4,20,3,3,2,1,5,4.0,4.0,3.0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,1,0,0,0,0,1,0
0,2306,31620,3,17,2,4,3,2,20,4.0,4.0,1.0,1,13,9,0,0,0,0,1,0,0,0,0,1,0,2,2,1,1,0,0,0,0,0,0,1,0,2,0
