ID,Active,Gender,Age,Marital ST,Income,Salary Hike,Years in Co.,Job Role,Job Level,Department,Performance,Env. Satisf,Job Satisf,Job Involv,Yr. since promo,No. training,WorkLifeBalance,YearsWithCurrManager,StockOptionLevel,TotalWorkingYears,NumCompaniesWorked,Education,EducationField,DistanceFromHome
2068,No,Male,1,Married,65770,13,14,Research Scientist,3,Research & Development,3,4.0,4.0,1,3,1,2.0,11,0,1,0,4,Life Sciences,2
2069,No,Male,0,Single,83920,17,2,Research Director,5,Research & Development,3,1.0,3.0,3,1,5,2.0,2,0,0,0,3,Medical,1
2070,Yes,Male,2,Single,45580,13,6,Sales Executive,3,Human Resources,3,3.0,3.0,1,0,2,3.0,2,1,0,0,2,Human Resources,1
2071,No,Male,2,Divorced,40310,12,7,Research Director,1,Research & Development,3,4.0,3.0,2,4,3,3.0,7,1,2,1,4,Life Sciences,1
2072,No,Male,1,Married,79690,14,5,Sales Executive,1,Research & Development,3,2.0,4.0,3,1,3,2.0,3,0,0,0,3,Medical,4
2073,Yes,Male,1,Married,26540,24,0,Sales Representative,1,Research & Development,4,3.0,4.0,2,0,5,3.0,0,0,0,0,4,Medical,4
2074,No,Male,2,Married,165550,14,26,Research Scientist,2,Research & Development,3,3.0,1.0,3,15,4,3.0,9,2,2,4,3,Life Sciences,0
2075,No,Male,2,Single,45560,13,0,Sales Representative,1,Research & Development,3,4.0,3.0,3,0,4,3.0,0,0,0,1,3,Life Sciences,4
2076,No,Female,1,Married,60910,15,5,Manager,1,Research & Development,3,2.0,3.0,1,1,6,3.0,4,0,0,0,4,Life Sciences,5
2077,Yes,Male,2,Divorced,195660,16,1,Sales Representative,2,Research & Development,3,1.0,1.0,4,0,2,1.0,0,0,0,3,3,Life Sciences,2
2078,No,Male,1,Divorced,48100,18,4,Sales Executive,3,Sales,3,3.0,1.0,2,0,3,3.0,3,0,0,4,3,Marketing,4
2079,No,Male,2,Married,45230,16,0,Manufacturing Director,1,Sales,3,2.0,2.0,4,0,5,3.0,0,1,0,2,3,Medical,1
2081,No,Male,1,Married,23510,16,6,Research Scientist,2,Research & Development,3,4.0,1.0,3,3,4,3.0,3,0,0,0,3,Technical Degree,1
2082,No,Male,2,Married,17020,21,4,Manager,3,Research & Development,4,4.0,2.0,3,0,2,3.0,3,0,2,2,4,Other,1
2083,No,Male,1,Married,180410,20,7,Laboratory Technician,1,Sales,4,3.0,1.0,2,1,3,3.0,7,1,1,1,4,Marketing,0
2084,Yes,Male,1,Married,28860,19,1,Manufacturing Director,3,Human Resources,3,4.0,2.0,3,0,5,1.0,0,1,0,0,4,Human Resources,5
2085,No,Female,1,Married,20970,14,10,Sales Executive,1,Research & Development,3,2.0,3.0,2,0,5,2.0,1,2,1,0,2,Medical,1
2086,No,Male,1,Divorced,119350,11,7,Sales Executive,2,Research & Development,3,3.0,3.0,4,1,6,3.0,7,3,0,0,2,Medical,1
2087,No,Male,1,Divorced,25460,14,10,Sales Executive,1,Sales,3,3.0,3.0,3,8,2,2.0,9,1,1,0,3,Marketing,5
2088,No,Male,2,Single,25640,12,20,Research Scientist,2,Research & Development,3,4.0,4.0,1,13,3,3.0,17,3,2,0,4,Medical,0
2089,No,Male,0,Single,84120,13,2,Human Resources,1,Research & Development,3,3.0,4.0,2,2,2,3.0,2,0,0,0,4,Medical,3
2090,No,Female,2,Divorced,141180,22,6,Sales Executive,1,Sales,4,4.0,4.0,3,1,3,2.0,4,0,1,1,1,Medical,1
2091,No,Male,2,Married,170460,11,4,Sales Executive,5,Research & Development,3,4.0,1.0,2,0,3,4.0,3,0,1,3,4,Medical,1
2092,No,Male,3,Divorced,25640,14,11,Sales Executive,2,Sales,3,2.0,4.0,3,1,3,3.0,9,1,1,0,2,Life Sciences,0
2093,No,Female,1,Married,102660,11,2,Sales Executive,1,Sales,3,3.0,2.0,3,2,3,3.0,2,0,0,0,3,Life Sciences,2
2094,No,Female,1,Single,50700,12,8,Research Scientist,2,Research & Development,3,4.0,3.0,3,0,6,3.0,7,1,1,2,3,Life Sciences,1
2095,No,Male,1,Divorced,178610,18,7,Healthcare Representative,4,Sales,3,3.0,1.0,2,7,2,3.0,7,0,1,1,2,Marketing,0
2096,No,Male,1,Married,42300,12,14,Research Scientist,1,Sales,3,1.0,4.0,3,4,0,3.0,10,0,1,0,2,Marketing,5
2097,No,Female,2,Divorced,37800,12,5,Research Scientist,2,Research & Development,3,2.0,2.0,1,1,2,4.0,3,0,0,3,3,Medical,0
2098,No,Female,1,Single,27680,22,4,Laboratory Technician,1,Research & Development,4,3.0,4.0,3,1,0,3.0,1,1,0,0,2,Medical,1
2099,No,Female,1,Married,90710,19,11,Research Scientist,1,Sales,3,4.0,2.0,2,5,2,3.0,7,1,1,0,3,Marketing,1
2100,No,Male,2,Married,106480,13,1,Sales Executive,1,Human Resources,3,1.0,1.0,3,0,1,3.0,0,1,2,1,2,Medical,1
2101,No,Male,1,Married,136100,22,13,Sales Executive,2,Research & Development,4,3.0,4.0,2,4,4,2.0,12,2,1,2,1,Life Sciences,0
2102,No,Male,1,Married,34080,24,9,Manufacturing Director,3,Research & Development,4,1.0,1.0,3,6,2,2.0,8,0,0,0,3,Life Sciences,1
2103,No,Male,3,Divorced,29830,14,5,Sales Representative,2,Research & Development,3,4.0,3.0,2,1,2,1.0,4,1,3,3,2,Medical,1
2104,No,Male,2,Married,76320,21,10,Laboratory Technician,5,Human Resources,4,1.0,4.0,3,7,3,3.0,7,0,1,0,4,Life Sciences,0
2105,Yes,Male,0,Single,98240,18,1,Healthcare Representative,3,Sales,3,1.0,2.0,3,0,2,4.0,0,0,0,0,2,Other,0
2106,No,Male,1,Divorced,99500,20,3,Manufacturing Director,1,Research & Development,4,1.0,4.0,3,1,3,3.0,2,0,0,0,4,Life Sciences,3
2107,No,Male,3,Married,20930,19,10,Sales Executive,2,Research & Development,3,4.0,4.0,3,0,2,3.0,9,0,3,1,4,Life Sciences,1
2108,No,Male,1,Married,99800,12,6,Laboratory Technician,2,Research & Development,3,3.0,1.0,3,0,1,2.0,1,0,0,0,3,Life Sciences,4
2109,No,Female,1,Single,38940,12,10,Sales Executive,1,Sales,3,3.0,1.0,4,1,3,3.0,8,0,1,0,1,Marketing,4
2110,No,Male,3,Single,40510,16,6,Research Scientist,1,Research & Development,3,3.0,4.0,3,0,3,3.0,5,3,1,2,4,Technical Degree,0
2111,No,Male,2,Married,168350,17,8,Laboratory Technician,3,Research & Development,3,3.0,4.0,3,0,3,3.0,7,1,2,1,2,Life Sciences,2
2112,No,Male,2,Married,62300,14,1,Research Scientist,2,Sales,3,1.0,3.0,2,0,2,4.0,0,0,2,1,4,Life Sciences,2
2113,No,Female,1,Married,47170,19,11,Laboratory Technician,1,Sales,3,3.0,2.0,3,0,3,2.0,7,1,1,0,2,Marketing,1
2114,No,Female,2,Single,132370,13,1,Laboratory Technician,2,Research & Development,3,4.0,2.0,4,0,2,2.0,0,1,0,2,4,Life Sciences,0
2115,No,Male,1,Divorced,37550,19,5,Laboratory Technician,2,Research & Development,3,1.0,3.0,3,0,2,3.0,3,0,0,0,4,Life Sciences,1
2116,No,Male,1,Divorced,65820,19,6,Laboratory Technician,1,Sales,3,3.0,4.0,3,1,3,3.0,0,1,0,0,4,Medical,3
2117,No,Male,2,Single,74060,14,1,Manufacturing Director,2,Sales,3,4.0,4.0,3,0,2,4.0,0,2,2,3,1,Marketing,0
2118,No,Female,1,Divorced,48050,16,7,Healthcare Representative,2,Research & Development,3,4.0,4.0,3,1,2,2.0,7,1,0,1,3,Technical Degree,0
2119,No,Female,1,Married,27410,15,1,Laboratory Technician,2,Sales,3,3.0,3.0,3,0,3,2.0,0,1,0,0,4,Medical,1
2120,No,Female,2,Married,42620,18,22,Laboratory Technician,1,Research & Development,3,2.0,2.0,3,3,2,3.0,10,0,2,3,3,Life Sciences,0
2121,No,Female,1,Divorced,161840,13,9,Research Scientist,2,Research & Development,3,4.0,3.0,4,0,2,3.0,8,1,1,0,2,Life Sciences,1
2122,No,Male,0,Single,115570,22,1,Laboratory Technician,3,Sales,4,2.0,4.0,3,0,0,3.0,1,0,0,0,4,Marketing,0
2123,No,Male,1,Married,18780,13,1,Laboratory Technician,3,Sales,3,4.0,3.0,3,0,2,3.0,1,1,0,0,3,Medical,0
2124,Yes,Male,1,Single,109320,11,1,Manufacturing Director,1,Research & Development,3,3.0,4.0,3,1,3,3.0,0,1,0,0,1,Life Sciences,0
2125,No,Male,1,Single,68110,11,8,Research Scientist,2,Human Resources,3,3.0,4.0,3,2,4,2.0,2,1,0,0,3,Life Sciences,1
2126,Yes,Male,2,Single,43060,11,24,Laboratory Technician,2,Human Resources,3,1.0,2.0,3,1,3,3.0,11,2,2,1,3,Human Resources,2
2127,No,Female,3,Divorced,48590,24,33,Manager,2,Research & Development,4,4.0,2.0,4,15,3,3.0,0,1,3,0,3,Life Sciences,5
2128,Yes,Female,0,Single,53370,14,2,Research Scientist,4,Research & Development,3,1.0,3.0,3,2,2,1.0,2,1,0,0,2,Medical,4
2129,No,Male,2,Married,23400,13,11,Manufacturing Director,1,Research & Development,3,4.0,2.0,1,0,2,3.0,8,1,2,1,4,Life Sciences,0
2130,No,Male,1,Single,74910,14,3,Sales Representative,3,Sales,3,3.0,1.0,2,0,3,3.0,2,1,0,0,4,Medical,2
2131,No,Male,2,Divorced,105270,14,29,Research Director,2,Research & Development,3,4.0,2.0,3,11,3,2.0,10,0,3,2,3,Life Sciences,2
2132,No,Male,3,Single,165950,21,9,Research Scientist,2,Research & Development,4,4.0,4.0,3,5,2,2.0,4,1,2,3,2,Life Sciences,0
2133,No,Female,1,Divorced,88340,13,11,Research Scientist,3,Sales,3,3.0,2.0,3,5,1,4.0,10,1,1,2,4,Medical,2
2134,No,Female,1,Single,55770,19,4,Manager,1,Research & Development,3,4.0,3.0,3,0,3,2.0,2,0,0,0,3,Other,0
2135,No,Male,2,Divorced,47070,17,25,Research Scientist,2,Research & Development,3,3.0,1.0,1,14,4,2.0,13,0,2,0,4,Life Sciences,0
2136,No,Male,1,Married,24000,18,10,Sales Executive,2,Sales,3,3.0,2.0,3,1,3,4.0,8,1,1,2,3,Life Sciences,0
2137,No,Male,1,Married,98240,19,3,Healthcare Representative,4,Research & Development,3,3.0,3.0,3,2,2,3.0,2,0,0,0,3,Life Sciences,1
2138,No,Female,2,Married,64470,13,1,Manager,1,Research & Development,3,2.0,2.0,3,0,3,3.0,0,0,1,3,4,Life Sciences,4
2139,No,Female,2,Single,195020,18,21,Laboratory Technician,1,Research & Development,3,4.0,4.0,4,15,3,4.0,17,2,2,1,2,Medical,1
2140,No,Male,1,Single,27250,21,16,Healthcare Representative,1,Research & Development,4,3.0,2.0,2,5,4,3.0,12,1,1,4,4,Medical,0
2141,Yes,Female,2,Married,62720,19,10,Laboratory Technician,2,Research & Development,3,1.0,4.0,3,0,3,3.0,5,1,1,0,4,Life Sciences,4
2142,No,Female,1,Married,21270,14,2,Sales Representative,2,Research & Development,3,4.0,4.0,3,2,3,3.0,2,0,0,0,3,Life Sciences,0
2144,No,Male,1,Single,20960,11,8,Research Scientist,1,Research & Development,3,3.0,3.0,3,1,2,3.0,7,3,1,3,4,Other,0
2145,Yes,Female,1,Divorced,28860,13,7,Sales Representative,1,Research & Development,3,2.0,3.0,3,7,4,3.0,7,0,1,1,4,Technical Degree,5
2146,No,Female,1,Single,20330,15,3,Sales Representative,2,Sales,3,4.0,1.0,3,1,5,2.0,2,1,0,1,4,Life Sciences,0
2147,No,Male,1,Single,36220,25,2,Research Scientist,1,Research & Development,4,4.0,2.0,3,2,0,2.0,1,0,0,0,2,Life Sciences,3
2148,No,Female,1,Married,42330,11,10,Sales Executive,1,Research & Development,3,3.0,4.0,3,0,5,4.0,8,0,1,0,4,Other,2
2150,No,Female,2,Divorced,54600,13,19,Laboratory Technician,1,Sales,3,3.0,2.0,3,15,3,3.0,2,2,2,3,1,Marketing,5
2151,No,Male,3,Divorced,21870,18,2,Laboratory Technician,2,Research & Development,3,1.0,3.0,1,2,1,3.0,2,1,0,0,3,Other,5
2152,Yes,Female,1,Married,96020,13,10,Sales Executive,1,Research & Development,3,4.0,3.0,3,1,3,3.0,1,1,1,0,3,Technical Degree,1
2153,Yes,Male,2,Single,28360,20,5,Laboratory Technician,2,Research & Development,4,3.0,1.0,2,0,3,3.0,3,0,0,0,2,Life Sciences,3
2154,No,Male,1,Married,40890,18,9,Research Director,4,Sales,3,1.0,4.0,4,6,2,3.0,7,0,1,0,1,Marketing,1
2155,No,Male,1,Married,166270,12,7,Sales Executive,2,Sales,3,4.0,3.0,2,1,5,3.0,7,0,1,1,3,Marketing,0
2156,No,Male,2,Single,26190,12,7,Research Scientist,1,Sales,3,4.0,1.0,2,5,3,4.0,7,1,1,3,3,Medical,0
2157,No,Male,1,Married,56790,13,9,Sales Executive,5,Research & Development,3,3.0,4.0,2,7,2,3.0,5,0,1,0,3,Medical,0
2158,No,Female,2,Married,154020,21,3,Laboratory Technician,5,Research & Development,4,4.0,1.0,2,1,3,3.0,2,0,2,2,2,Medical,4
2159,Yes,Male,2,Single,59850,13,5,Laboratory Technician,1,Sales,3,4.0,2.0,2,1,1,3.0,0,3,0,1,1,Other,1
2160,Yes,Male,2,Single,25790,19,8,Laboratory Technician,3,Research & Development,3,2.0,2.0,3,7,1,2.0,7,1,1,4,2,Technical Degree,0
2161,No,Female,1,Married,30410,11,9,Sales Executive,1,Research & Development,3,2.0,1.0,2,0,2,3.0,8,1,0,0,4,Medical,1
2162,No,Male,2,Single,34470,14,8,Healthcare Representative,2,Research & Development,3,1.0,3.0,3,1,5,3.0,7,0,0,0,1,Medical,5
2163,No,Male,1,Divorced,195130,12,10,Sales Executive,1,Research & Development,3,4.0,3.0,2,9,1,2.0,6,1,1,0,2,Medical,0
2164,No,Female,2,Single,27730,11,19,Research Director,1,Sales,3,3.0,2.0,3,11,3,3.0,9,0,1,0,3,Life Sciences,1
2165,Yes,Male,1,Single,71040,14,3,Sales Executive,1,Research & Development,3,4.0,2.0,3,2,3,4.0,2,1,0,0,1,Life Sciences,0
2166,Yes,Male,2,Married,63220,11,3,Laboratory Technician,1,Sales,3,1.0,1.0,3,1,2,4.0,2,1,1,2,3,Life Sciences,1
2167,No,Male,2,Married,20830,12,20,Laboratory Technician,2,Research & Development,3,3.0,3.0,2,2,3,2.0,10,2,2,0,3,Life Sciences,0
2168,No,Male,3,Married,83810,15,19,Manufacturing Director,2,Sales,3,4.0,3.0,3,9,3,3.0,11,1,2,2,3,Technical Degree,2
2169,No,Female,3,Single,26910,16,7,Manufacturing Director,3,Sales,3,4.0,2.0,3,7,6,3.0,7,1,3,3,2,Medical,0
2170,No,Male,2,Divorced,42860,15,4,Laboratory Technician,1,Research & Development,3,3.0,3.0,3,0,6,3.0,0,0,0,4,1,Life Sciences,0
2171,No,Male,1,Divorced,26590,24,9,Research Director,2,Research & Development,4,4.0,4.0,3,1,2,2.0,6,3,1,0,2,Technical Degree,0
2172,No,Male,2,Single,94340,13,9,Sales Executive,2,Sales,3,3.0,4.0,2,8,3,3.0,8,1,0,0,3,Medical,0
2173,No,Female,2,Divorced,55610,11,9,Healthcare Representative,2,Sales,3,3.0,1.0,2,1,2,3.0,7,0,1,0,4,Other,0
2174,No,Male,1,Single,66460,13,9,Manager,2,Sales,3,3.0,3.0,2,1,2,3.0,1,1,0,0,2,Technical Degree,0
2175,No,Male,2,Divorced,77250,13,33,Manufacturing Director,4,Sales,3,3.0,2.0,3,0,2,3.0,10,1,3,0,2,Life Sciences,3
2176,No,Female,2,Divorced,107250,18,7,Research Scientist,1,Sales,3,2.0,1.0,2,1,5,3.0,7,0,1,1,4,Life Sciences,0
2177,No,Male,1,Single,88470,16,10,Research Scientist,2,Sales,3,3.0,1.0,4,9,3,4.0,6,0,1,0,3,Life Sciences,0
2178,No,Female,1,Married,20450,19,3,Research Scientist,4,Research & Development,3,4.0,4.0,3,1,3,2.0,2,0,0,1,2,Medical,1
2179,Yes,Male,3,Married,10090,13,10,Sales Executive,2,Sales,3,3.0,1.0,4,5,3,2.0,9,2,3,3,4,Technical Degree,0
2180,No,Female,2,Married,33480,22,4,Research Scientist,1,Research & Development,4,2.0,2.0,1,0,2,3.0,3,0,0,1,4,Medical,2
2181,No,Male,1,Married,12810,11,15,Research Scientist,1,Sales,3,1.0,1.0,3,6,2,2.0,13,0,1,1,2,Life Sciences,3
2182,No,Male,2,Single,28190,20,10,Research Scientist,2,Research & Development,4,4.0,4.0,2,0,2,3.0,8,0,1,0,1,Life Sciences,0
2184,No,Female,2,Single,40280,14,5,Manufacturing Director,3,Research & Development,3,4.0,2.0,3,0,3,2.0,3,0,2,1,1,Medical,0
2185,No,Male,0,Single,27200,22,0,Sales Executive,2,Research & Development,4,4.0,4.0,3,0,2,4.0,0,1,0,0,4,Medical,0
2186,No,Female,1,Married,81200,13,9,Research Director,2,Research & Development,3,4.0,4.0,2,0,2,3.0,0,0,1,0,4,Other,0
2187,No,Female,1,Single,46470,17,6,Research Director,1,Research & Development,3,4.0,4.0,4,0,3,3.0,0,0,0,1,4,Medical,5
2188,Yes,Male,3,Single,46800,14,19,Human Resources,1,Research & Development,3,1.0,3.0,4,3,0,2.0,8,3,2,3,3,Technical Degree,3
2189,No,Male,3,Married,32210,15,19,Laboratory Technician,2,Research & Development,3,4.0,2.0,3,15,2,3.0,9,2,3,2,4,Life Sciences,4
2190,No,Male,1,Divorced,86210,17,5,Research Scientist,2,Sales,3,1.0,3.0,3,0,1,3.0,0,1,0,0,2,Life Sciences,0
2191,No,Male,2,Divorced,45770,11,12,Sales Executive,2,Research & Development,3,2.0,3.0,2,11,3,3.0,8,1,1,2,3,Life Sciences,0
2192,No,Male,1,Married,45530,18,8,Research Scientist,1,Research & Development,3,2.0,3.0,4,7,2,3.0,7,1,1,2,3,Life Sciences,1
2193,Yes,Female,1,Single,53960,17,1,Manufacturing Director,2,Research & Development,3,3.0,4.0,1,0,2,4.0,0,1,0,3,2,Medical,0
2194,Yes,Male,1,Married,67960,13,4,Manufacturing Director,1,Research & Development,3,4.0,3.0,3,3,2,2.0,2,0,0,0,2,Medical,0
2195,No,Female,2,Divorced,76250,15,4,Sales Representative,2,Research & Development,3,4.0,3.0,2,0,2,3.0,3,0,0,0,3,Medical,1
2196,No,Female,1,Single,74120,24,14,Laboratory Technician,2,Research & Development,4,3.0,4.0,3,4,4,4.0,11,0,1,0,4,Other,2
2197,No,Female,1,Married,111590,12,5,Healthcare Representative,2,Research & Development,3,3.0,1.0,3,0,2,3.0,4,0,0,0,3,Life Sciences,0
2198,Yes,Male,1,Married,49600,15,10,Sales Executive,2,Research & Development,3,4.0,3.0,2,6,3,2.0,7,0,1,0,2,Life Sciences,3
2199,No,Female,2,Married,104750,11,5,Healthcare Representative,2,Research & Development,3,1.0,4.0,3,1,3,4.0,4,1,0,1,4,Technical Degree,3
2200,No,Male,2,Married,148140,11,4,Sales Executive,2,Research & Development,3,2.0,2.0,2,3,2,3.0,2,1,1,1,3,Medical,4
2201,No,Male,2,Divorced,191410,12,6,Sales Executive,4,Research & Development,3,4.0,4.0,3,3,2,2.0,3,1,1,1,3,Life Sciences,0
2202,No,Female,1,Married,54050,15,6,Healthcare Representative,1,Research & Development,3,3.0,3.0,4,1,3,3.0,3,0,0,3,2,Medical,0
2203,No,Female,1,Married,87930,17,5,Sales Executive,1,Research & Development,3,2.0,4.0,3,1,2,4.0,2,0,0,3,3,Medical,0
2204,No,Male,1,Married,191890,12,3,Research Director,5,Research & Development,3,3.0,2.0,3,1,3,2.0,2,1,0,0,4,Medical,0
2205,No,Male,2,Married,38750,15,6,Sales Executive,2,Research & Development,3,3.0,3.0,3,0,3,3.0,5,0,1,1,2,Life Sciences,5
2206,No,Male,1,Married,22160,13,3,Sales Executive,1,Research & Development,3,1.0,3.0,2,1,2,2.0,2,3,0,1,4,Life Sciences,1
2207,No,Male,2,Married,117130,14,5,Sales Executive,2,Research & Development,3,4.0,3.0,3,0,2,2.0,2,0,2,1,1,Life Sciences,0
2208,No,Male,2,Single,78610,14,20,Laboratory Technician,1,Research & Development,3,1.0,3.0,3,1,1,1.0,8,2,2,0,2,Medical,0
2209,No,Male,1,Married,37080,16,6,Human Resources,1,Research & Development,3,4.0,4.0,3,4,2,3.0,4,2,0,0,4,Life Sciences,0
2210,Yes,Female,1,Single,137700,18,8,Research Scientist,1,Research & Development,3,4.0,3.0,4,7,3,3.0,7,1,0,0,5,Life Sciences,0
2211,No,Male,1,Single,53040,20,4,Laboratory Technician,3,Research & Development,4,1.0,4.0,3,1,2,3.0,1,1,0,0,2,Other,0
2212,No,Female,2,Married,26420,13,20,Research Scientist,3,Sales,3,3.0,1.0,3,0,3,3.0,9,1,2,0,3,Marketing,4
2213,No,Female,2,Married,27590,18,5,Healthcare Representative,1,Research & Development,3,3.0,1.0,3,0,6,1.0,4,1,1,4,2,Life Sciences,1
2214,No,Male,1,Single,68040,13,3,Manager,2,Research & Development,3,1.0,3.0,3,0,1,3.0,2,1,0,2,5,Life Sciences,4
2215,No,Female,1,Single,61420,15,2,Research Director,2,Research & Development,3,3.0,4.0,3,2,2,3.0,2,1,1,1,4,Medical,1
2216,No,Male,1,Married,25000,14,3,Sales Executive,2,Research & Development,3,1.0,4.0,1,0,2,2.0,2,2,0,2,4,Medical,0
2217,No,Male,1,Single,63890,22,7,Research Scientist,1,Research & Development,4,3.0,1.0,2,0,2,3.0,7,0,0,0,4,Life Sciences,5
2218,No,Male,1,Single,111030,12,10,Laboratory Technician,1,Sales,3,2.0,1.0,2,0,5,2.0,9,0,1,0,3,Life Sciences,1
2219,Yes,Female,2,Single,23420,18,4,Healthcare Representative,2,Sales,3,1.0,1.0,3,1,2,3.0,3,0,2,1,5,Medical,1
2220,Yes,Female,1,Single,68110,15,8,Laboratory Technician,2,Sales,3,3.0,4.0,3,7,2,3.0,7,1,0,0,2,Marketing,0
2221,No,Female,3,Single,22970,18,20,Manager,2,Sales,3,4.0,4.0,2,12,2,2.0,7,2,2,3,3,Medical,0
2222,No,Female,3,Married,24500,12,9,Laboratory Technician,2,Sales,3,4.0,1.0,3,1,2,3.0,5,1,3,1,3,Life Sciences,4
2223,No,Female,3,Divorced,50930,16,7,Research Scientist,3,Research & Development,3,2.0,4.0,3,0,3,4.0,0,1,3,1,3,Life Sciences,1
2224,No,Male,1,Single,53090,13,5,Sales Executive,2,Research & Development,3,1.0,2.0,3,0,5,3.0,1,0,1,1,3,Medical,0
2225,Yes,Male,1,Single,30570,19,1,Manager,2,Sales,3,2.0,3.0,3,0,3,3.0,0,0,0,0,3,Life Sciences,0
2226,No,Male,1,Divorced,51210,13,3,Sales Executive,3,Sales,3,4.0,1.0,3,0,4,3.0,2,0,0,3,3,Life Sciences,0
2228,No,Female,1,Divorced,26860,11,4,Manager,5,Sales,3,4.0,1.0,4,1,3,3.0,3,0,1,2,1,Marketing,0
2229,Yes,Male,1,Single,61800,14,1,Research Scientist,1,Sales,3,1.0,2.0,1,0,2,4.0,0,1,0,0,3,Technical Degree,4
2230,No,Male,1,Married,66320,16,5,Sales Executive,4,Human Resources,3,2.0,1.0,3,1,3,4.0,4,0,0,0,4,Medical,2
2231,No,Male,1,Single,35050,12,10,Research Scientist,2,Sales,3,1.0,4.0,2,1,2,2.0,8,2,1,0,3,Marketing,0
2232,No,Female,1,Married,63970,14,3,Research Director,3,Research & Development,3,3.0,1.0,3,0,3,2.0,2,1,1,2,3,Other,4
2233,No,Female,2,Married,62740,14,6,Sales Executive,2,Research & Development,3,1.0,4.0,3,1,0,2.0,2,2,1,3,4,Life Sciences,4
2234,Yes,Male,1,Married,198590,19,3,Research Scientist,2,Sales,3,1.0,1.0,2,2,3,3.0,2,0,0,1,4,Life Sciences,3
2235,No,Male,1,Single,75870,22,6,Healthcare Representative,1,Sales,4,3.0,3.0,3,1,5,1.0,3,1,0,0,4,Medical,1
2236,No,Male,3,Married,42580,16,3,Sales Representative,2,Research & Development,3,1.0,1.0,3,1,2,4.0,0,0,0,1,4,Other,2
2237,No,Male,2,Married,43640,11,20,Laboratory Technician,2,Research & Development,3,1.0,3.0,3,5,3,4.0,6,1,2,1,2,Medical,0
2238,No,Male,1,Married,43350,15,5,Manufacturing Director,1,Research & Development,3,4.0,3.0,3,0,5,3.0,3,1,0,0,1,Other,1
2239,No,Male,1,Married,53260,14,4,Research Scientist,1,Sales,3,4.0,4.0,3,0,2,2.0,3,1,0,2,3,Marketing,0
2240,No,Male,1,Married,32800,13,5,Sales Executive,1,Research & Development,3,4.0,2.0,3,0,3,2.0,2,0,0,2,2,Medical,1
2241,No,Female,2,Married,54850,17,4,Sales Executive,3,Research & Development,3,2.0,3.0,3,0,2,2.0,3,2,0,1,3,Medical,5
2242,No,Male,2,Divorced,43420,11,8,Sales Executive,1,Sales,3,3.0,3.0,2,0,6,4.0,7,1,1,1,2,Life Sciences,0
2243,No,Male,1,Divorced,27820,19,13,Human Resources,2,Research & Development,3,1.0,4.0,3,9,5,3.0,9,1,1,0,3,Medical,3
2244,Yes,Male,2,Divorced,59800,11,7,Manufacturing Director,1,Research & Development,3,1.0,4.0,3,4,2,4.0,3,1,2,2,1,Medical,3
2245,Yes,Male,2,Single,43810,15,1,Manufacturing Director,2,Research & Development,3,1.0,1.0,2,0,1,4.0,0,2,1,1,4,Medical,0
2246,Yes,Male,1,Single,25720,13,10,Sales Executive,2,Sales,3,3.0,2.0,3,4,3,3.0,7,3,1,0,3,Medical,0
2247,No,Male,2,Divorced,38330,14,7,Sales Executive,1,Sales,3,2.0,1.0,3,0,1,3.0,7,0,2,1,2,Marketing,2
2248,No,Male,1,Single,42440,13,3,Human Resources,3,Research & Development,3,4.0,2.0,3,0,3,3.0,2,0,0,4,4,Life Sciences,3
2249,Yes,Male,1,Married,65000,23,2,Laboratory Technician,1,Research & Development,4,2.0,4.0,3,2,5,1.0,2,1,0,3,4,Life Sciences,1
2250,No,Female,2,Married,184300,12,3,Research Scientist,1,Research & Development,3,2.0,4.0,3,1,5,4.0,2,1,1,2,2,Life Sciences,0
2251,No,Male,2,Divorced,16010,12,2,Research Scientist,2,Research & Development,3,3.0,1.0,3,2,3,3.0,2,0,1,2,3,Technical Degree,4
2252,Yes,Male,1,Married,26940,16,2,Research Scientist,2,Research & Development,3,1.0,3.0,3,2,3,3.0,2,1,0,0,4,Medical,1
2253,No,Female,2,Divorced,31490,15,9,Sales Executive,1,Research & Development,3,4.0,2.0,2,4,1,3.0,8,1,1,1,4,Other,5
2254,No,Female,1,Single,176390,13,5,Research Scientist,1,Research & Development,3,4.0,1.0,3,1,0,3.0,3,1,0,0,2,Technical Degree,0
2255,No,Male,2,Single,23190,18,5,Laboratory Technician,1,Research & Development,3,3.0,3.0,2,0,4,3.0,3,0,0,1,3,Life Sciences,1
2256,No,Male,2,Single,116910,20,9,Manager,2,Research & Development,4,4.0,2.0,3,8,2,2.0,8,0,3,2,4,Technical Degree,0
2257,No,Male,2,Married,53240,19,3,Laboratory Technician,3,Research & Development,3,1.0,3.0,1,1,2,2.0,2,0,2,1,3,Life Sciences,1
2258,No,Male,2,Divorced,167520,18,3,Laboratory Technician,3,Research & Development,3,3.0,3.0,3,1,3,4.0,2,1,0,1,4,Life Sciences,0
2259,No,Male,2,Single,52280,13,5,Research Scientist,3,Research & Development,3,4.0,2.0,4,1,2,2.0,3,0,0,0,1,Other,1
2260,No,Female,1,Married,27000,14,4,Sales Executive,2,Human Resources,3,4.0,1.0,3,0,2,3.0,3,3,0,0,3,Medical,2
2261,No,Female,1,Single,192460,15,13,Sales Representative,1,Research & Development,3,4.0,1.0,3,3,5,3.0,12,1,1,1,4,Life Sciences,2
